branch	rank	scopus_id	eid	title	year	venue	doi	subtype	abstract
family_a_coding_agent_memory	1	SCOPUS_ID:105035384496	2-s2.0-105035384496	Developer Interaction Patterns with Proactive AI: A Five-Day Field Study	2026	International Conference on Intelligent User Interfaces Proceedings IUI	10.1145/3742413.3789148	Conference Paper	
family_a_coding_agent_memory	2	SCOPUS_ID:105033866366	2-s2.0-105033866366	Human–AI Collaboration in Programming Education: Student Perspectives on LLM-Based Coding Assistants	2026	Computers	10.3390/computers15030154	Article	
family_a_coding_agent_memory	3	SCOPUS_ID:105034861802	2-s2.0-105034861802	Talk2Code: A Multi-Turn Interaction Benchmark with Dual-Track Evaluation for Code Generation	2026	Proceedings of the Aaai Conference on Artificial Intelligence	10.1609/aaai.v40i40.40730	Conference Paper	
family_a_coding_agent_memory	4	SCOPUS_ID:105030655216	2-s2.0-105030655216	Deploying AI for Signal Processing Education: Selected challenges and intriguing opportunities [Special Issue on Artificial Intelligence for Education: A Signal Processing Perspective]	2026	IEEE Signal Processing Magazine	10.1109/MSP.2025.3600846	Article	
family_a_coding_agent_memory	5	SCOPUS_ID:105019363232	2-s2.0-105019363232	Continuance use of AI coding assistants among South Korean Industry Developers: A survey case study with large language models	2025	Empirical Software Engineering	10.1007/s10664-025-10730-1	Article	
family_a_coding_agent_memory	6	SCOPUS_ID:105013962212	2-s2.0-105013962212	Automated Testing of COBOL to Java Transformation	2025	Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering	10.1145/3696630.3728548	Conference Paper	
family_a_coding_agent_memory	7	SCOPUS_ID:105013958674	2-s2.0-105013958674	CodingGenie: A Proactive LLM-Powered Programming Assistant	2025	Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering	10.1145/3696630.3728603	Conference Paper	
family_a_coding_agent_memory	8	SCOPUS_ID:105013071036	2-s2.0-105013071036	Exploring Student Developers' Trust, Adoption, and Usage of AI-Powered Coding Assistants for Web Accessibility Compliance	2025	Proceedings of the 18th ACM International Conference on Pervasive Technologies Related to Assistive Environments Petra 2025	10.1145/3733155.3737913	Conference Paper	
family_a_coding_agent_memory	9	SCOPUS_ID:105010657911	2-s2.0-105010657911	Developing Critical Thinking with AI Coding Assistants: An Educational Experience focusing on Testing and Legacy Code	2025	Annual Conference on Innovation and Technology in Computer Science Education Iticse	10.1145/3724363.3729050	Conference Paper	
family_a_coding_agent_memory	10	SCOPUS_ID:105004257534	2-s2.0-105004257534	'Always Nice and Confident, Sometimes Wrong': Developer's Experiences Engaging Generative AI Chatbots Versus Human-Powered Q&A Platforms	2025	Proceedings of the ACM on Human Computer Interaction	10.1145/3710927	Article	
family_a_coding_agent_memory	11	SCOPUS_ID:105009707457	2-s2.0-105009707457	Rich Data Versus Quantity of Data in Code Generation AI: A Paradigm Shift for Healthcare	2025	Blockchain in Healthcare Today	10.30953/bhty.v8.396	Article	
family_a_coding_agent_memory	12	SCOPUS_ID:105005751762	2-s2.0-105005751762	Examining the Use and Impact of an AI Code Assistant on Developer Productivity and Experience in the Enterprise	2025	Conference on Human Factors in Computing Systems Proceedings	10.1145/3706599.3706670	Conference Paper	
family_a_coding_agent_memory	13	SCOPUS_ID:105005769172	2-s2.0-105005769172	The Impact of Generative AI Coding Assistants on Developers Who Are Visually Impaired	2025	Conference on Human Factors in Computing Systems Proceedings	10.1145/3706598.3714008	Conference Paper	
family_a_coding_agent_memory	14	SCOPUS_ID:105005745167	2-s2.0-105005745167	DreamGarden: A Designer Assistant for Growing Games from a Single Prompt	2025	Conference on Human Factors in Computing Systems Proceedings	10.1145/3706598.3714233	Conference Paper	
family_a_coding_agent_memory	15	SCOPUS_ID:105005734321	2-s2.0-105005734321	Demonstrating DreamGarden: A Designer Assistant for Growing Games from a Single Prompt	2025	Conference on Human Factors in Computing Systems Proceedings	10.1145/3706599.3721282	Conference Paper	
family_a_coding_agent_memory	16	SCOPUS_ID:105002403462	2-s2.0-105002403462	Use of Generative AI by Higher Education Students	2025	Electronics Switzerland	10.3390/electronics14071258	Article	
family_a_coding_agent_memory	17	SCOPUS_ID:105034636391	2-s2.0-105034636391	Why AI Agents Still Need You: Findings from Developer-Agent Collaborations in the Wild	2025	Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025	10.1109/ASE63991.2025.00043	Conference Paper	
family_a_coding_agent_memory	18	SCOPUS_ID:105035176624	2-s2.0-105035176624	MAAP: A Self-Evolving Multi-Agent Automated Vulnerability Repair Framework for Python	2025	Proceedings Asia Pacific Software Engineering Conference APSEC	10.1109/APSEC66846.2025.00024	Conference Paper	
family_a_coding_agent_memory	19	SCOPUS_ID:105018795650	2-s2.0-105018795650	Improved Memristor Control using Device Physics and Deep Reinforcement Learning	2025	Aicas 2025 2025 7th IEEE International Conference on Artificial Intelligence Circuits and Systems Proceedings	10.1109/AICAS64808.2025.11173161	Conference Paper	
family_a_coding_agent_memory	20	SCOPUS_ID:105032124212	2-s2.0-105032124212	SECURE LOCAL GENERATIVE AI CODING ASSISTANT: A CDIO APPROACH	2025	Proceedings of the International Cdio Conference		Conference Paper	
family_a_coding_agent_memory	21	SCOPUS_ID:105010223164	2-s2.0-105010223164	SWE-SEARCH: ENHANCING SOFTWARE AGENTS WITH MONTE CARLO TREE SEARCH AND ITERATIVE REFINEMENT	2025	13th International Conference on Learning Representations Iclr 2025		Conference Paper	
family_a_coding_agent_memory	22	SCOPUS_ID:105034666767	2-s2.0-105034666767	"""My productivity is boosted, but..."" Demystifying Users' Perception on AI Coding Assistants"	2025	Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025	10.1109/ASE63991.2025.00024	Conference Paper	
family_a_coding_agent_memory	23	SCOPUS_ID:105031767807	2-s2.0-105031767807	The Design Space of LLM-Based AI Coding Assistants: An Analysis of 90 Systems in Academia and Industry	2025	Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc	10.1109/VL-HCC65237.2025.00041	Conference Paper	
family_a_coding_agent_memory	24	SCOPUS_ID:105020797997	2-s2.0-105020797997	Impact of LLM-Assisted Coding in Creativity and Robustness of Robot Controllers	2025	Ceur Workshop Proceedings		Conference Paper	
family_a_coding_agent_memory	25	SCOPUS_ID:105009338632	2-s2.0-105009338632	Codebreaker: Dynamic Extraction Attacks on Code Language Models	2025	Proceedings IEEE Symposium on Security and Privacy	10.1109/SP61157.2025.00124	Conference Paper	
family_a_coding_agent_memory	26	SCOPUS_ID:105034676347	2-s2.0-105034676347	Context-Aware CodeLLM Eviction for AI-assisted Coding	2025	Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025	10.1109/ASE63991.2025.00271	Conference Paper	
family_a_coding_agent_memory	27	SCOPUS_ID:105022431340	2-s2.0-105022431340	Explicit Vulnerability Generation with LLMs: An Investigation beyond Adversarial Attacks	2025	Proceedings 2025 IEEE International Conference on Software Maintenance and Evolution Icsme 2025	10.1109/ICSME64153.2025.00086	Conference Paper	
family_a_coding_agent_memory	28	SCOPUS_ID:105010761126	2-s2.0-105010761126	Intelligent Virtual Advisor for Software Development	2025	Proceedings 2025 8th International Conference on Information and Computer Technologies Icict 2025	10.1109/ICICT64582.2025.00009	Conference Paper	
family_a_coding_agent_memory	29	SCOPUS_ID:105034880343	2-s2.0-105034880343	CodeGuide: An Artificial Intelligence Powered vs Code Extension for Automated Python Code Generation, Error Detection and Code Correction	2025	4th International Conference on Applied Artificial Intelligence and Computing Icaaic 2025	10.1109/ICAAIC64647.2025.11331205	Conference Paper	
family_a_coding_agent_memory	30	SCOPUS_ID:105035152857	2-s2.0-105035152857	AI-Based Compiler: A Mobile Application for Intelligent Code Compilation and Assistance	2025	2025 IEEE 7th International Conference on Computing Communication and Automation Iccca 2025	10.1109/ICCCA66364.2025.11325145	Conference Paper	
family_a_coding_agent_memory	31	SCOPUS_ID:85212583738	2-s2.0-85212583738	Talking to Objects in Natural Language: Toward Semantic Tools for Exploratory Programming	2024	Onward 2024 Proceedings of the 2024 ACM SIGPLAN International Symposium on New Ideas New Paradigms and Reflections on Programming and Software Co Located with Splash 2024	10.1145/3689492.3690049	Conference Paper	
family_a_coding_agent_memory	32	SCOPUS_ID:85202433134	2-s2.0-85202433134	A New Generation of Intelligent Development Environments	2024	Proceedings 2024 1st Ide Workshop Ide 2024	10.1145/3643796.3648452	Conference Paper	
family_a_coding_agent_memory	33	SCOPUS_ID:85202441543	2-s2.0-85202441543	Envisioning the Next-Generation AI Coding Assistants: Insights & Proposals	2024	Proceedings 2024 1st Ide Workshop Ide 2024	10.1145/3643796.3648467	Conference Paper	
family_a_coding_agent_memory	34	SCOPUS_ID:85203704444	2-s2.0-85203704444	Constraint Modelling with LLMs Using In-Context Learning	2024	Leibniz International Proceedings in Informatics Lipics	10.4230/LIPIcs.CP.2024.20	Conference Paper	
family_a_coding_agent_memory	35	SCOPUS_ID:85195664526	2-s2.0-85195664526	Czech medical coding assistant based on transformer networks	2024	Computers in Biology and Medicine	10.1016/j.compbiomed.2024.108672	Article	
family_a_coding_agent_memory	36	SCOPUS_ID:105007018745	2-s2.0-105007018745	The future of data analysis is now: Integrating generative AI in neuroimaging methods development	2024	Imaging Neuroscience	10.1162/imag_a_00241	Article	
family_a_coding_agent_memory	37	SCOPUS_ID:85200348302	2-s2.0-85200348302	How People Prompt Generative AI to Create Interactive VR Scenes	2024	Proceedings of the 2024 ACM Designing Interactive Systems Conference DIS 2024	10.1145/3643834.3661547	Conference Paper	
family_a_coding_agent_memory	38	SCOPUS_ID:85196540860	2-s2.0-85196540860	"""you're on a bicycle with a little motor"": Benefits and Challenges of Using AI Code Assistants"	2024	Proceedings 2024 IEEE ACM 17th International Conference on Cooperative and Human Aspects of Software Engineering Chase 2024	10.1145/3641822.3641882	Conference Paper	
family_a_coding_agent_memory	39	SCOPUS_ID:85195305220	2-s2.0-85195305220	Lessons from Building StackSpot AI: A Contextualized AI Coding Assistant	2024	ACM International Conference Proceeding Series	10.1145/3639477.3639751	Conference Paper	
family_a_coding_agent_memory	40	SCOPUS_ID:85194900868	2-s2.0-85194900868	Learning Agent-based Modeling with LLM Companions: Experiences of Novices and Experts Using ChatGPT & NetLogo Chat	2024	Conference on Human Factors in Computing Systems Proceedings	10.1145/3613904.3642377	Conference Paper	
family_a_coding_agent_memory	41	SCOPUS_ID:85194185447	2-s2.0-85194185447	Exploring the Key Factors Influencing College Students’ Willingness to Use AI Coding Assistant Tools: An Expanded Technology Acceptance Model	2024	Systems	10.3390/systems12050176	Article	
